crash_id,state,county_fips,crash_date,crash_severity,vehicle_damage,injury_count,fatality_count,driver_behavior,road_condition,weather_condition,precipitation,visibility,temperature,wind_speed,median_income,unemployment_rate,population_density,educational_attainment,fraud_indicator,suspicious_claim_score,crash_weather_risk,socioeconomic_risk,geographic_risk,claim_fraud_flag,fraud_probability,high_risk_claim_flag
100440,TX,3675,2025-03-15,5,14145,4,0,Normal,Wet,Clear,5.11,0.6,18.5,12.0,82997,9.59,6216,78.1,1,66.4,2.42,5.57,1.51,1,0.47,0
100441,TX,7899,2025-03-16,3,6512,3,0,Impaired,Snow,Clear,8.51,5.6,92.0,7.4,42170,3.06,7017,65.3,0,34.6,2.78,2.78,7.93,0,0.569,0
100442,IL,1794,2025-03-17,3,17847,3,0,Speeding,Wet,Clear,12.76,8.6,60.4,30.3,48303,7.06,9908,27.0,1,17.1,8.96,3.99,8.88,1,0.928,1
100443,FL,3117,2025-03-18,2,7651,1,1,Speeding,Dry,Fog,15.38,9.6,20.8,19.0,106743,10.15,8151,73.6,0,7.9,6.36,1.7,2.83,0,0.53,0
100444,FL,6780,2025-03-19,1,4110,2,0,Distracted,Dry,Rain,22.77,5.9,79.2,9.0,112852,11.36,7429,16.5,0,69.3,7.31,7.62,4.38,0,0.354,0
100445,IL,7167,2025-03-20,2,10384,1,0,Normal,Snow,Snow,12.75,5.4,56.2,24.7,70187,7.14,9683,42.8,0,78.5,9.18,7.73,3.55,0,0.797,1
100446,NY,1815,2025-03-21,4,7394,4,0,Distracted,Ice,Snow,12.53,1.3,66.5,1.6,100034,11.5,7330,72.1,0,82.6,9.12,8.75,0.73,0,0.443,0
100447,FL,1346,2025-03-22,4,13967,4,0,Distracted,Wet,Clear,1.26,5.7,50.7,13.0,106776,7.36,1117,54.9,0,91.4,7.39,0.27,6.73,0,0.318,0
100448,TX,9555,2025-03-23,5,24195,4,0,Speeding,Wet,Clear,0.87,4.1,91.2,18.7,36893,5.94,4273,39.0,1,88.0,1.98,5.62,8.25,1,0.723,1
100449,TX,3444,2025-03-24,5,16989,1,0,Normal,Dry,Fog,13.78,6.3,91.3,5.9,48753,10.48,9068,30.5,1,100.0,8.43,2.14,3.05,1,0.802,1
100450,CA,8784,2025-03-25,4,22423,3,0,Impaired,Dry,Rain,10.95,4.2,78.0,39.4,73090,6.93,4657,36.3,0,24.4,2.04,3.41,9.9,0,0.792,1
100451,FL,1985,2025-03-26,4,10373,3,0,Speeding,Ice,Snow,20.98,2.8,11.6,8.4,99922,6.72,4035,45.6,1,76.3,7.43,7.85,0.76,1,0.978,1
100452,NY,8791,2025-03-27,4,12789,0,0,Impaired,Ice,Fog,4.02,1.4,92.3,5.2,111768,6.9,3229,32.3,1,58.6,6.86,1.92,6.62,1,0.787,1
100453,IL,1828,2025-03-28,2,12708,4,0,Impaired,Ice,Snow,0.62,3.5,73.8,8.1,94412,10.47,4588,77.8,0,26.1,7.59,6.38,4.48,0,0.77,1
100454,IL,4532,2025-03-29,4,11328,3,0,Normal,Snow,Clear,11.23,1.4,76.7,30.8,91030,10.32,2412,75.3,0,98.2,5.33,6.55,4.47,0,0.857,1
100455,NY,8148,2025-03-30,3,23671,0,0,Distracted,Dry,Snow,5.94,2.2,39.9,17.0,52509,6.04,2274,70.9,1,89.8,6.39,9.54,4.58,1,0.0,0
100456,CA,5452,2025-03-31,1,2637,3,0,Normal,Snow,Rain,1.24,9.9,96.7,22.6,103653,5.33,6421,39.5,0,12.9,9.53,7.75,2.59,0,0.362,0
100457,IL,4877,2025-04-01,4,21329,4,0,Impaired,Dry,Rain,18.11,4.7,79.8,0.8,71929,6.92,1776,58.4,1,2.6,1.01,8.04,7.16,1,0.738,1
100458,FL,6960,2025-04-02,1,20414,2,0,Speeding,Dry,Clear,2.79,5.6,12.4,1.4,83291,7.73,5841,73.2,1,68.8,3.09,5.32,7.22,1,0.6,0
100459,CA,1127,2025-04-03,2,1786,4,0,Impaired,Wet,Rain,15.21,8.8,44.9,17.8,39042,4.38,8123,69.5,1,60.4,6.11,1.87,2.82,1,0.178,0
100460,FL,4178,2025-04-04,1,16210,1,0,Speeding,Dry,Rain,7.03,10.0,97.5,32.7,97574,9.94,8508,39.0,0,93.6,9.64,4.26,8.35,0,0.304,0
100461,TX,9796,2025-04-05,2,11871,3,0,Speeding,Dry,Fog,4.34,6.0,5.2,35.4,72201,6.86,7063,17.9,0,23.4,0.96,5.49,3.17,0,0.337,0
100462,CA,7025,2025-04-06,3,16445,3,0,Normal,Snow,Snow,9.49,8.2,105.8,3.5,49016,5.34,887,15.3,0,8.4,0.23,6.78,7.25,0,0.568,0
100463,IL,6110,2025-04-07,2,7552,1,0,Impaired,Dry,Clear,20.04,3.6,74.7,21.5,60022,3.07,4634,50.4,0,25.9,0.56,6.08,1.21,0,0.832,1
100464,CA,5147,2025-04-08,2,4154,1,0,Distracted,Snow,Clear,9.8,3.4,69.5,36.5,62938,4.39,736,55.0,0,1.9,0.52,3.94,1.69,0,0.932,1
100465,CA,8197,2025-04-09,5,23986,2,0,Impaired,Ice,Clear,18.77,4.3,29.8,15.5,78678,11.49,406,69.5,0,3.6,9.08,2.65,3.16,0,0.75,1
100466,CA,4369,2025-04-10,4,19243,3,0,Impaired,Dry,Clear,3.14,6.9,27.4,33.2,96720,5.05,9113,30.5,0,91.5,7.21,1.68,5.94,0,0.843,1
100467,CA,4798,2025-04-11,4,16100,3,1,Distracted,Dry,Clear,19.32,7.0,103.6,5.3,91805,3.69,4697,21.7,1,35.2,6.77,6.94,6.46,1,0.47,0
100468,FL,2793,2025-04-12,3,24989,2,0,Normal,Snow,Rain,5.92,3.5,32.8,37.4,109323,6.61,4468,36.5,0,41.1,5.23,6.45,3.96,0,0.39,0
100469,TX,6733,2025-04-13,3,9136,0,0,Impaired,Ice,Fog,16.93,1.8,85.3,30.1,36986,5.07,6692,34.8,0,1.8,7.82,6.87,0.78,0,0.393,0
100470,NY,4477,2025-04-14,4,6941,2,0,Impaired,Wet,Clear,14.14,6.5,43.2,37.7,111478,2.35,3441,19.3,0,27.1,1.56,3.73,3.74,0,0.616,0
100471,CA,4418,2025-04-15,5,21931,4,0,Speeding,Ice,Fog,23.23,1.7,15.3,27.1,117994,5.23,4407,57.1,0,80.5,3.92,2.62,6.89,0,0.124,0
100472,IL,2646,2025-04-16,4,22087,3,0,Impaired,Snow,Fog,9.68,6.0,1.2,14.5,47161,7.44,4929,45.6,0,61.5,4.9,7.6,6.71,0,0.579,0
100473,CA,4031,2025-04-17,5,10167,1,0,Distracted,Ice,Rain,1.65,7.1,59.9,37.5,55689,7.52,5369,60.5,0,75.4,1.1,7.74,1.6,0,0.665,0
100474,IL,3873,2025-04-18,3,12649,4,0,Speeding,Snow,Clear,0.48,7.2,107.3,11.0,95924,5.57,2789,34.7,0,44.7,4.2,4.56,0.08,0,0.439,0
100475,FL,4073,2025-04-19,1,2298,3,0,Normal,Snow,Rain,20.67,7.7,40.6,13.3,109308,6.47,9560,32.8,0,31.0,3.17,6.12,7.53,0,0.953,1
100476,IL,2855,2025-04-20,3,10100,2,0,Speeding,Wet,Clear,13.12,8.8,39.3,28.0,98745,11.66,9777,43.1,0,48.3,0.36,3.74,1.06,0,0.608,0
100477,NY,5022,2025-04-21,3,22175,4,0,Distracted,Dry,Rain,19.38,5.2,37.9,30.6,36211,5.77,4834,71.4,1,32.3,1.37,7.02,0.82,1,0.22,0
100478,TX,5663,2025-04-22,2,5995,3,0,Distracted,Snow,Fog,5.86,7.4,57.3,37.2,35229,4.58,927,12.8,1,83.9,7.64,8.36,0.03,1,0.479,0
100479,IL,7515,2025-04-23,2,10400,0,0,Speeding,Snow,Clear,8.63,6.4,48.5,8.2,83542,4.43,2920,66.3,1,29.8,0.18,6.88,4.33,1,0.675,0
100480,IL,6032,2025-04-24,2,14173,0,0,Normal,Wet,Snow,0.75,2.3,96.8,31.9,49345,6.58,342,35.8,1,66.0,9.34,5.13,5.03,1,0.324,0
100481,TX,3709,2025-04-25,2,11630,1,0,Speeding,Snow,Fog,24.04,0.7,55.6,29.5,66819,9.6,9893,69.8,1,13.7,0.86,4.59,6.38,1,0.08,0
100482,NY,8113,2025-04-26,5,23168,3,0,Normal,Dry,Snow,16.7,3.2,55.9,2.6,82779,4.06,8778,66.2,1,68.7,7.99,6.42,2.96,1,0.583,0
100483,CA,9394,2025-04-27,4,15722,0,0,Speeding,Wet,Fog,23.33,4.7,15.2,15.5,117421,9.09,2736,34.4,0,91.3,8.99,6.8,7.1,0,0.948,1
100484,IL,4508,2025-04-28,1,24169,2,0,Distracted,Dry,Rain,6.64,6.4,108.1,11.3,100584,2.21,283,58.6,0,60.9,9.41,5.59,1.69,0,0.485,0
100485,TX,7457,2025-04-29,3,1800,3,0,Impaired,Dry,Clear,15.29,8.6,27.5,12.2,54950,6.19,2424,21.2,0,56.0,8.67,6.25,8.32,0,0.906,1
100486,FL,5213,2025-04-30,5,23753,2,0,Impaired,Wet,Fog,16.96,2.4,8.1,39.3,50173,9.76,2322,72.7,0,96.1,2.88,0.97,5.72,0,0.835,1
100487,TX,8971,2025-05-01,1,9935,2,0,Normal,Snow,Rain,7.94,1.7,72.9,25.7,93032,5.39,1016,38.3,0,62.7,3.33,9.52,5.84,0,0.147,0
100488,FL,9767,2025-05-02,5,19981,0,0,Normal,Dry,Clear,21.2,9.7,65.5,28.7,63036,7.64,939,41.9,0,26.0,4.27,7.91,2.1,0,0.708,1
100489,NY,1537,2025-05-03,5,5116,3,0,Normal,Dry,Clear,23.68,1.5,45.7,39.1,106356,4.05,3913,59.4,1,29.2,1.39,3.74,0.74,1,0.435,0
100490,CA,2626,2025-05-04,3,16893,4,0,Distracted,Dry,Fog,22.12,5.0,46.4,15.1,49292,9.42,6204,67.5,1,70.5,0.22,5.63,4.65,1,0.25,0
100491,TX,8974,2025-05-05,4,11117,0,0,Speeding,Dry,Clear,18.48,6.1,86.4,32.1,38052,2.52,3450,26.5,0,73.5,8.69,0.47,6.16,0,0.687,0
100492,IL,9578,2025-05-06,2,6252,0,0,Distracted,Wet,Fog,6.94,5.6,21.5,17.4,79377,10.53,8276,56.3,0,30.3,5.54,0.41,0.95,0,0.743,1
100493,NY,9071,2025-05-07,4,10352,3,0,Impaired,Wet,Clear,7.04,1.3,90.2,34.8,102838,3.98,4592,37.4,1,34.5,6.09,2.51,9.51,1,0.18,0
100494,TX,9667,2025-05-08,3,6795,3,0,Normal,Ice,Snow,24.08,1.0,71.4,7.2,102819,10.74,3573,35.8,0,99.1,9.27,6.9,9.8,0,0.914,1
100495,IL,9610,2025-05-09,3,21699,2,1,Speeding,Ice,Rain,0.26,1.5,46.1,37.9,50620,5.53,1813,58.3,0,10.2,6.65,8.52,5.45,0,0.751,1
100496,TX,7491,2025-05-10,3,17956,3,0,Impaired,Dry,Snow,17.9,6.1,50.4,8.8,65461,9.23,3341,37.1,0,40.5,6.91,5.59,9.5,0,0.933,1
100497,FL,4601,2025-05-11,1,3725,2,0,Impaired,Snow,Fog,17.66,5.7,28.2,13.0,55750,5.19,2538,34.2,0,6.2,7.87,5.32,1.79,0,0.317,0
100498,TX,7784,2025-05-12,4,1816,0,0,Impaired,Dry,Snow,15.57,2.7,82.7,30.2,44472,11.06,1608,68.5,0,82.1,1.16,4.02,0.25,0,0.939,1
100499,TX,5972,2025-05-13,4,22583,1,0,Distracted,Snow,Fog,24.75,6.6,56.4,15.8,104263,3.27,4740,17.1,1,9.2,3.6,1.62,0.39,1,0.369,0
100500,TX,2206,2025-05-14,5,12837,4,0,Normal,Dry,Clear,7.8,8.3,35.3,24.3,92602,3.79,6171,57.3,0,67.4,9.68,1.18,5.88,0,0.054,0
